hour,day_of_week,is_weekend,is_rural,is_peak,distance_km,rain_factor,crowd_level,delay_minutes,eta_minutes
17,6,1,1,1,5.93,0.51,MEDIUM,17.7,20.8
7,1,0,0,1,3.15,0.39,HIGH,12.7,8.2
2,6,1,1,0,7.92,0.31,LOW,9.1,15.4
8,3,0,0,1,5.86,0.29,HIGH,12.2,11.8
19,4,0,1,1,3.26,0.31,HIGH,16.5,4.4
5,4,0,1,0,1.62,0.48,LOW,6.4,2.3
9,5,1,1,1,4.94,0.56,HIGH,15.8,15.2
20,5,1,0,0,2.71,0.64,MEDIUM,6.3,4.0
9,3,0,1,1,7.29,0.5,HIGH,18.0,22.0
12,1,0,0,0,3.81,0.16,LOW,4.4,4.9
16,6,1,1,1,2.69,0.49,HIGH,17.1,8.9
8,6,1,0,1,4.91,0.5,MEDIUM,11.6,9.8
16,0,0,1,1,1.53,0.3,HIGH,18.0,2.9
23,2,0,1,0,4.71,0.29,LOW,6.6,5.9
8,4,0,1,1,0.92,0.28,HIGH,15.1,2.7
8,2,0,1,1,5.05,0.15,HIGH,18.2,9.8
0,0,0,1,0,4.48,0.15,LOW,3.7,9.1
1,5,1,1,0,4.41,0.28,LOW,2.8,7.2
15,6,1,1,1,5.63,0.15,HIGH,15.9,13.7
0,4,0,1,0,0.83,0.48,LOW,3.4,1.8
9,2,0,1,1,3.95,0.28,HIGH,17.9,10.8
17,5,1,1,1,3.83,0.09,HIGH,16.1,13.0
7,0,0,1,1,3.95,0.31,MEDIUM,14.8,12.2
20,2,0,1,0,7.85,0.2,LOW,1.8,12.1
10,6,1,1,1,1.54,0.38,LOW,12.9,4.4
22,1,0,1,0,5.68,0.27,LOW,3.8,7.2
1,5,1,0,0,3.51,0.3,LOW,3.6,2.8
7,0,0,0,1,4.34,0.16,MEDIUM,11.4,12.3
21,2,0,1,0,6.22,0.16,LOW,2.6,11.7
7,6,1,1,1,1.68,0.37,HIGH,19.3,5.8
16,1,0,1,1,6.23,0.36,HIGH,15.7,17.6
14,1,0,1,1,1.03,0.34,HIGH,19.6,4.2
16,0,0,1,1,4.12,0.16,HIGH,15.0,13.1
22,3,0,1,0,6.07,0.12,MEDIUM,2.3,9.6
23,6,1,1,0,1.94,0.27,LOW,3.8,2.9
12,6,1,1,0,6.28,0.3,LOW,4.1,12.1
18,4,0,1,1,1.75,0.15,HIGH,20.4,5.1
4,0,0,1,0,6.49,0.07,LOW,0.0,11.4
11,1,0,1,0,4.02,0.24,LOW,6.9,7.5
0,1,0,1,0,5.63,0.54,LOW,7.1,8.9
22,0,0,1,0,7.38,0.18,MEDIUM,3.6,11.6
4,3,0,0,0,3.56,0.11,LOW,1.1,3.4
7,4,0,0,1,2.25,0.28,MEDIUM,15.4,6.6
12,2,0,1,0,7.0,0.48,LOW,3.1,9.6
7,0,0,1,1,1.71,0.04,HIGH,15.9,2.8
22,4,0,1,0,5.24,0.41,LOW,3.5,8.7
10,6,1,1,1,7.42,0.33,MEDIUM,19.2,26.9
0,4,0,1,0,5.56,0.13,LOW,2.1,7.0
12,5,1,1,0,1.97,0.09,LOW,4.4,2.9
18,1,0,1,1,1.64,0.25,HIGH,15.8,3.6
23,2,0,1,0,2.39,0.09,LOW,1.8,3.2
2,0,0,0,0,3.44,0.08,LOW,0.5,4.3
23,1,0,0,0,1.69,0.17,LOW,5.9,2.2
16,5,1,1,1,6.48,0.08,HIGH,16.5,18.6
4,5,1,1,0,3.18,0.17,LOW,2.6,5.5
19,1,0,1,1,7.52,0.31,HIGH,16.1,19.3
20,3,0,0,0,6.82,0.19,LOW,1.5,8.7
7,4,0,0,1,7.32,0.41,HIGH,11.6,17.9
13,0,0,0,0,2.71,0.11,LOW,3.8,4.0
3,0,0,1,0,4.8,0.31,LOW,2.6,9.9
10,0,0,0,1,2.91,0.21,MEDIUM,12.1,6.9
19,1,0,1,1,2.43,0.07,MEDIUM,16.8,5.2
14,6,1,0,1,5.05,0.15,HIGH,12.2,11.6
18,3,0,0,1,6.63,0.17,MEDIUM,9.3,16.1
6,2,0,1,0,1.2,0.27,LOW,4.5,1.8
18,5,1,1,1,2.57,0.33,HIGH,20.3,7.8
18,1,0,0,1,2.04,0.24,MEDIUM,15.3,5.1
10,6,1,1,1,6.49,0.41,MEDIUM,16.8,16.1
4,2,0,1,0,7.5,0.38,LOW,4.3,13.5
4,5,1,1,0,1.1,0.49,LOW,7.5,1.4
21,5,1,1,0,3.34,0.09,LOW,2.7,5.5
7,3,0,1,1,7.36,0.12,HIGH,12.7,18.1
9,4,0,1,1,3.08,0.63,HIGH,19.7,8.5
5,0,0,1,0,5.84,0.47,LOW,4.2,10.3
14,2,0,1,1,1.25,0.28,HIGH,15.8,5.0
15,1,0,1,1,3.83,0.15,HIGH,15.9,10.9
16,2,0,1,1,4.27,0.18,HIGH,14.9,16.3
7,4,0,1,1,6.18,0.31,HIGH,18.3,18.6
7,0,0,1,1,2.67,0.14,HIGH,17.2,8.3
8,2,0,1,1,2.48,0.35,MEDIUM,18.5,6.3
1,4,0,0,0,2.77,0.13,LOW,6.3,3.8
14,1,0,1,1,4.67,0.14,HIGH,15.7,13.9
17,3,0,0,1,7.07,0.19,MEDIUM,10.6,15.4
2,6,1,1,0,6.73,0.09,LOW,1.6,9.3
16,5,1,0,1,0.93,0.3,MEDIUM,10.7,0.6
3,1,0,1,0,7.09,0.42,MEDIUM,2.6,14.4
3,0,0,1,0,1.21,0.55,LOW,4.2,2.7
13,5,1,1,0,3.62,0.31,LOW,5.9,6.7
8,6,1,1,1,6.24,0.23,HIGH,16.1,13.9
8,1,0,1,1,1.11,0.6,HIGH,20.0,3.7
22,1,0,1,0,0.8,0.45,MEDIUM,2.9,2.6
17,1,0,1,1,2.97,0.31,HIGH,15.8,7.6
9,1,0,0,1,5.97,0.26,MEDIUM,18.3,15.0
20,5,1,1,0,4.41,0.29,LOW,7.5,8.1
3,0,0,1,0,3.63,0.28,MEDIUM,9.4,4.4
11,6,1,1,0,6.6,0.3,LOW,8.6,9.1
7,4,0,1,1,6.25,0.27,HIGH,16.5,18.4
1,2,0,0,0,6.4,0.36,LOW,5.7,7.0
21,3,0,0,0,3.95,0.15,LOW,4.1,7.1
12,6,1,0,0,0.65,0.25,LOW,3.4,1.1
20,2,0,0,0,1.79,0.04,LOW,6.4,2.0
15,2,0,1,1,6.06,0.41,HIGH,19.7,14.5
1,3,0,1,0,6.15,0.26,LOW,7.0,8.3
10,6,1,1,1,7.79,0.41,MEDIUM,15.0,22.1
9,5,1,0,1,1.93,0.12,HIGH,10.3,4.0
14,0,0,0,1,1.42,0.22,HIGH,12.8,4.7
16,3,0,1,1,1.54,0.26,HIGH,14.2,5.3
7,0,0,1,1,1.89,0.24,HIGH,16.4,5.2
17,5,1,0,1,4.46,0.29,LOW,10.1,10.7
22,2,0,1,0,7.81,0.57,LOW,3.9,15.4
8,0,0,0,1,4.92,0.23,HIGH,15.6,10.5
7,5,1,1,1,4.42,0.26,HIGH,21.5,10.0
13,5,1,1,0,5.55,0.13,LOW,5.7,7.5
17,4,0,1,1,1.05,0.24,HIGH,15.2,3.9
21,3,0,1,0,6.62,0.33,LOW,4.8,10.6
19,4,0,1,1,5.35,0.23,HIGH,17.4,15.4
19,2,0,1,1,1.78,0.53,HIGH,19.6,6.8
20,3,0,0,0,5.23,0.41,LOW,5.5,6.4
11,2,0,1,0,4.97,0.1,LOW,5.3,8.5
18,4,0,0,1,0.99,0.31,MEDIUM,13.2,2.7
13,6,1,1,0,2.5,0.37,LOW,3.4,3.9
16,5,1,0,1,3.43,0.12,HIGH,12.6,8.5
23,2,0,1,0,2.34,0.25,LOW,6.8,5.8
20,3,0,1,0,2.32,0.21,LOW,5.0,3.8
2,3,0,1,0,4.8,0.27,LOW,2.9,6.8
22,2,0,1,0,4.03,0.12,LOW,4.0,5.7
6,3,0,0,0,5.5,0.21,LOW,3.0,6.9
16,5,1,1,1,7.67,0.38,MEDIUM,15.3,20.9
11,6,1,1,0,5.45,0.31,LOW,2.8,11.1
8,5,1,0,1,4.87,0.41,MEDIUM,11.9,12.7
14,3,0,1,1,6.86,0.5,HIGH,18.6,17.9
17,2,0,0,1,5.24,0.32,HIGH,15.8,11.9
20,4,0,1,0,1.74,0.29,LOW,6.6,0.7
12,3,0,0,0,2.86,0.35,LOW,6.0,5.0
20,3,0,1,0,6.0,0.07,LOW,5.1,8.5
7,3,0,0,1,6.04,0.11,HIGH,14.2,7.8
13,3,0,1,0,7.9,0.22,LOW,6.9,12.5
7,2,0,1,1,5.2,0.37,HIGH,17.1,16.4
13,4,0,1,0,7.25,0.27,LOW,3.5,11.7
6,4,0,1,0,0.91,0.23,MEDIUM,8.3,0.6
22,0,0,1,0,4.75,0.61,LOW,7.9,6.3
11,3,0,1,0,7.4,0.42,LOW,7.5,11.5
10,3,0,1,1,2.65,0.14,MEDIUM,13.5,7.7
21,0,0,0,0,1.66,0.37,LOW,8.3,2.7
21,4,0,1,0,3.13,0.36,LOW,3.7,5.1
10,1,0,0,1,6.44,0.5,MEDIUM,12.9,15.7
21,5,1,1,0,1.14,0.21,LOW,2.4,0.5
12,1,0,1,0,5.0,0.51,LOW,5.9,9.2
17,4,0,0,1,1.52,0.11,MEDIUM,11.8,3.8
1,6,1,0,0,3.77,0.08,LOW,3.1,5.3
20,3,0,1,0,7.74,0.27,LOW,4.7,14.4
14,1,0,1,1,1.96,0.34,HIGH,14.8,6.4
19,2,0,1,1,0.76,0.06,MEDIUM,16.7,2.4
17,2,0,1,1,3.7,0.1,HIGH,19.5,8.3
14,0,0,1,1,4.83,0.24,HIGH,15.0,11.9
18,4,0,1,1,2.73,0.1,MEDIUM,13.9,6.8
22,4,0,1,0,4.56,0.49,LOW,5.5,11.2
23,1,0,1,0,7.65,0.33,LOW,4.5,13.7
11,3,0,0,0,2.84,0.45,LOW,3.3,4.9
12,4,0,0,0,2.82,0.05,LOW,0.3,3.9
21,1,0,1,0,4.12,0.54,LOW,8.6,7.4
10,1,0,1,1,4.36,0.25,HIGH,12.9,10.8
4,5,1,1,0,0.51,0.33,LOW,5.0,1.9
0,5,1,0,0,5.12,0.07,LOW,1.2,4.8
23,4,0,1,0,7.98,0.36,LOW,7.7,11.5
2,1,0,1,0,2.69,0.2,LOW,1.5,3.1
21,0,0,1,0,5.23,0.21,LOW,2.6,9.5
18,0,0,1,1,0.53,0.66,HIGH,16.3,0.5
22,5,1,1,0,5.03,0.14,LOW,2.3,6.0
6,4,0,0,0,3.85,0.24,LOW,2.2,4.5
11,3,0,1,0,4.48,0.15,MEDIUM,5.0,8.0
14,6,1,1,1,4.58,0.36,MEDIUM,18.0,14.6
4,0,0,1,0,1.83,0.16,LOW,9.8,2.5
14,0,0,1,1,6.27,0.4,HIGH,13.3,15.7
7,5,1,1,1,4.67,0.13,HIGH,17.3,17.3
9,5,1,1,1,2.53,0.13,MEDIUM,15.0,8.2
15,4,0,1,1,7.53,0.11,HIGH,17.1,19.7
7,5,1,0,1,0.6,0.02,MEDIUM,10.6,2.0
0,2,0,0,0,5.94,0.27,LOW,6.6,9.4
11,6,1,1,0,3.36,0.34,LOW,9.0,5.5
4,1,0,0,0,4.42,0.16,LOW,2.4,8.3
2,0,0,0,0,2.69,0.28,LOW,2.6,3.3
0,2,0,1,0,2.91,0.32,LOW,2.5,4.2
3,3,0,1,0,0.61,0.15,MEDIUM,0.9,0.5
7,2,0,1,1,5.97,0.23,HIGH,15.1,18.2
2,4,0,1,0,5.83,0.18,LOW,3.0,7.8
9,3,0,0,1,5.41,0.22,MEDIUM,12.6,13.8
1,3,0,1,0,7.08,0.28,LOW,3.7,12.6
10,5,1,1,1,7.26,0.38,LOW,16.1,20.5
9,2,0,1,1,4.67,0.06,HIGH,15.7,11.4
20,4,0,1,0,5.64,0.23,MEDIUM,3.9,10.1
13,0,0,1,0,0.58,0.3,LOW,7.2,0.5
6,6,1,1,0,6.85,0.13,LOW,6.1,11.3
1,5,1,1,0,6.62,0.14,LOW,2.7,9.6
8,2,0,0,1,0.65,0.1,HIGH,9.0,1.5
15,0,0,0,1,4.57,0.48,HIGH,13.3,10.9
12,2,0,0,0,7.3,0.4,LOW,4.8,11.0
8,5,1,0,1,1.86,0.38,HIGH,17.4,3.4
19,0,0,0,1,3.14,0.09,MEDIUM,11.4,6.6
3,5,1,1,0,2.98,0.19,LOW,3.6,5.4
21,2,0,1,0,3.17,0.07,LOW,0.0,6.4
9,3,0,1,1,0.81,0.28,HIGH,18.0,2.6
21,6,1,1,0,2.59,0.24,LOW,4.0,4.0
11,1,0,1,0,2.71,0.17,LOW,5.8,3.9
16,6,1,0,1,6.99,0.32,HIGH,15.9,14.5
13,3,0,1,0,3.14,0.4,LOW,3.5,4.9
13,5,1,1,0,3.85,0.4,LOW,7.2,4.6
1,6,1,1,0,3.36,0.13,LOW,5.1,5.3
20,5,1,1,0,1.41,0.31,LOW,4.0,3.1
19,5,1,0,1,7.93,0.15,HIGH,9.8,14.4
10,0,0,1,1,6.69,0.4,MEDIUM,15.3,18.8
15,4,0,1,1,4.56,0.43,HIGH,16.6,12.0
18,5,1,1,1,4.07,0.44,HIGH,17.8,9.7
22,6,1,0,0,5.37,0.19,LOW,6.3,6.4
5,6,1,1,0,2.95,0.12,LOW,6.2,3.1
23,6,1,1,0,0.88,0.34,LOW,4.5,1.4
18,3,0,0,1,3.53,0.18,MEDIUM,9.2,7.8
4,1,0,1,0,7.88,0.33,LOW,3.3,13.0
3,5,1,1,0,1.87,0.36,LOW,4.6,2.0
14,5,1,1,1,4.46,0.24,HIGH,15.3,12.0
3,5,1,0,0,0.56,0.12,LOW,6.5,0.5
19,0,0,1,1,1.42,0.36,MEDIUM,16.0,4.3
9,5,1,1,1,4.9,0.45,MEDIUM,13.7,15.3
23,3,0,1,0,2.73,0.27,LOW,6.7,4.4
21,2,0,1,0,7.29,0.28,LOW,6.0,10.4
2,4,0,1,0,3.55,0.36,LOW,3.2,6.2
4,6,1,1,0,2.06,0.36,LOW,5.0,3.0
5,5,1,1,0,4.59,0.38,LOW,3.6,7.9
20,0,0,1,0,6.46,0.18,LOW,7.7,9.0
21,3,0,1,0,0.65,0.33,LOW,1.6,1.9
7,5,1,1,1,4.29,0.16,HIGH,14.0,9.8
6,0,0,1,0,6.3,0.34,LOW,4.1,8.8
20,2,0,1,0,1.28,0.11,LOW,4.6,1.4
9,1,0,1,1,7.27,0.47,HIGH,19.9,23.7
5,5,1,0,0,2.48,0.23,LOW,6.2,4.0
13,3,0,1,0,1.78,0.33,LOW,6.0,2.6
3,0,0,1,0,4.92,0.43,LOW,1.9,8.3
12,0,0,1,0,1.81,0.26,LOW,3.1,3.6
19,5,1,1,1,5.6,0.4,MEDIUM,18.2,14.1
16,0,0,0,1,4.18,0.18,HIGH,13.2,8.0
22,1,0,1,0,1.32,0.48,LOW,4.3,3.3
6,0,0,1,0,7.34,0.61,LOW,5.6,13.8
3,6,1,1,0,5.55,0.15,LOW,3.3,6.6
13,4,0,1,0,4.59,0.41,LOW,8.2,8.4
2,6,1,1,0,3.31,0.3,LOW,5.0,4.7
23,4,0,1,0,1.51,0.19,LOW,2.0,2.4
4,0,0,0,0,5.81,0.29,LOW,3.0,6.8
15,5,1,0,1,6.6,0.36,HIGH,12.9,17.9
22,4,0,1,0,1.44,0.13,LOW,0.9,2.6
19,3,0,1,1,4.21,0.27,HIGH,14.5,11.0
3,4,0,0,0,4.14,0.1,LOW,4.0,6.1
23,6,1,1,0,3.12,0.18,LOW,4.4,2.4
23,0,0,1,0,6.42,0.31,MEDIUM,7.7,8.0
1,5,1,0,0,1.25,0.51,LOW,4.1,0.8
17,2,0,1,1,2.04,0.41,HIGH,17.8,8.7
18,5,1,1,1,0.51,0.25,MEDIUM,19.5,0.8
18,5,1,1,1,3.3,0.11,MEDIUM,17.7,12.2
16,5,1,1,1,2.68,0.19,HIGH,19.4,4.9
13,3,0,0,0,7.0,0.12,LOW,0.6,6.9
18,1,0,1,1,6.09,0.29,HIGH,18.1,17.9
21,6,1,0,0,1.13,0.65,LOW,4.4,0.5
23,0,0,1,0,6.06,0.17,LOW,8.9,7.7
12,1,0,1,0,5.57,0.1,LOW,5.5,10.0
11,2,0,1,0,2.61,0.35,LOW,6.7,4.6
5,1,0,1,0,0.62,0.22,LOW,3.0,2.1
20,0,0,1,0,1.36,0.11,LOW,4.4,3.3
3,6,1,1,0,2.37,0.49,LOW,6.8,1.9
18,6,1,0,1,6.62,0.19,LOW,10.8,11.8
15,0,0,0,1,3.99,0.23,HIGH,12.5,9.1
12,2,0,1,0,7.39,0.33,LOW,0.0,11.7
3,0,0,1,0,6.42,0.37,LOW,9.0,9.7
22,2,0,0,0,2.65,0.05,LOW,4.5,5.7
16,2,0,1,1,6.84,0.06,MEDIUM,14.4,18.2
22,0,0,1,0,1.38,0.2,MEDIUM,5.8,2.5
0,4,0,0,0,0.77,0.16,LOW,0.5,0.5
17,6,1,1,1,5.06,0.3,HIGH,18.9,11.8
19,2,0,1,1,3.06,0.17,HIGH,15.8,8.8
16,0,0,1,1,2.97,0.08,HIGH,11.9,8.6
14,4,0,1,1,5.65,0.3,HIGH,16.8,16.2
10,6,1,1,1,6.88,0.3,MEDIUM,18.6,17.0
21,2,0,1,0,2.92,0.12,MEDIUM,5.3,4.2
12,6,1,0,0,2.94,0.24,LOW,4.5,3.2
0,4,0,1,0,4.5,0.03,LOW,3.3,5.6
16,6,1,1,1,5.4,0.05,HIGH,12.9,15.7
5,3,0,1,0,2.02,0.4,LOW,5.3,1.0
3,5,1,0,0,7.35,0.16,LOW,4.9,12.1
19,3,0,0,1,5.41,0.41,MEDIUM,16.2,10.2
15,4,0,0,1,5.19,0.53,MEDIUM,11.6,18.0
14,2,0,1,1,7.28,0.22,HIGH,15.3,15.1
14,0,0,0,1,7.3,0.22,HIGH,13.2,16.0
5,1,0,1,0,1.52,0.15,LOW,0.0,2.3
14,0,0,1,1,1.59,0.06,HIGH,14.4,4.2
13,6,1,1,0,6.21,0.1,LOW,6.9,10.8
10,1,0,1,1,7.68,0.36,MEDIUM,14.5,16.0
6,1,0,0,0,5.5,0.29,LOW,5.8,7.6
8,6,1,1,1,3.58,0.43,HIGH,17.8,10.2
15,6,1,1,1,5.63,0.34,HIGH,17.2,17.5
4,2,0,1,0,2.22,0.6,LOW,7.6,4.0
19,4,0,1,1,7.98,0.37,HIGH,16.1,19.7
9,0,0,1,1,3.73,0.22,HIGH,15.9,10.4
17,4,0,1,1,7.49,0.44,HIGH,17.5,21.3
2,3,0,1,0,3.73,0.44,LOW,7.2,6.6
12,2,0,1,0,7.46,0.1,LOW,4.7,10.4
10,2,0,0,1,3.02,0.28,MEDIUM,12.9,7.4
16,3,0,0,1,6.2,0.07,HIGH,9.9,11.8
21,0,0,0,0,7.63,0.13,LOW,2.0,10.2
12,5,1,0,0,5.34,0.28,LOW,2.2,8.3
5,3,0,1,0,5.58,0.18,LOW,2.6,9.5
16,0,0,0,1,1.27,0.63,HIGH,15.5,2.8
12,1,0,1,0,4.06,0.16,MEDIUM,6.6,8.6
18,6,1,0,1,7.15,0.38,LOW,13.6,15.8
20,2,0,1,0,2.31,0.37,LOW,3.8,6.0
18,0,0,0,1,6.41,0.15,HIGH,11.9,14.9
9,4,0,1,1,5.57,0.47,HIGH,16.6,14.8
2,6,1,1,0,2.17,0.43,LOW,7.0,4.8
13,4,0,1,0,2.62,0.19,LOW,1.6,3.8
18,6,1,1,1,3.71,0.49,HIGH,19.7,9.5
4,2,0,0,0,1.44,0.36,LOW,6.4,1.8
4,3,0,1,0,7.35,0.63,LOW,5.3,14.2
19,5,1,1,1,6.05,0.06,HIGH,13.8,16.2
16,3,0,0,1,3.24,0.13,HIGH,10.9,7.1
20,0,0,1,0,2.75,0.04,LOW,4.2,3.9
9,3,0,1,1,5.67,0.02,HIGH,13.2,11.5
4,2,0,1,0,3.68,0.08,LOW,0.6,5.2
3,0,0,1,0,2.22,0.54,LOW,5.8,3.9
5,1,0,0,0,3.73,0.4,LOW,6.9,5.0
3,3,0,0,0,7.03,0.2,LOW,0.8,11.5
6,3,0,0,0,1.01,0.3,LOW,0.0,1.9
6,5,1,1,0,3.26,0.32,LOW,6.3,4.9
17,0,0,1,1,7.72,0.35,HIGH,17.4,19.9
2,4,0,1,0,0.61,0.18,LOW,4.0,0.9
0,3,0,0,0,7.18,0.15,LOW,3.3,8.8
23,2,0,1,0,3.31,0.06,LOW,3.3,5.9
3,3,0,1,0,1.92,0.43,LOW,7.0,4.1
5,5,1,1,0,0.61,0.16,LOW,7.3,0.5
8,1,0,1,1,1.03,0.23,HIGH,17.4,3.7
21,5,1,0,0,1.79,0.06,LOW,1.8,0.7
13,3,0,1,0,0.69,0.12,LOW,3.2,0.6
11,4,0,1,0,3.02,0.36,LOW,5.2,5.4
19,6,1,1,1,0.84,0.13,HIGH,16.5,2.5
23,3,0,0,0,5.69,0.13,LOW,4.5,9.1
3,0,0,1,0,6.64,0.32,MEDIUM,5.4,11.8
20,3,0,1,0,7.16,0.56,LOW,9.5,12.5
23,4,0,1,0,4.62,0.06,LOW,4.6,5.1
11,0,0,1,0,7.6,0.35,LOW,2.6,12.8
9,2,0,0,1,0.54,0.41,HIGH,13.4,1.8
21,0,0,1,0,1.51,0.43,MEDIUM,8.0,3.4
6,5,1,0,0,2.7,0.23,LOW,3.3,5.6
2,1,0,1,0,6.42,0.02,LOW,2.0,9.7
22,5,1,0,0,7.14,0.51,LOW,5.8,11.7
13,6,1,0,0,5.14,0.14,LOW,3.5,8.0
23,0,0,1,0,3.37,0.08,MEDIUM,2.8,3.9
9,2,0,1,1,5.49,0.15,HIGH,14.8,13.2
15,3,0,1,1,1.86,0.11,HIGH,18.1,4.7
15,0,0,1,1,3.93,0.19,HIGH,16.8,9.5
21,5,1,1,0,4.31,0.22,LOW,2.4,5.6
9,0,0,1,1,1.29,0.32,HIGH,14.4,3.5
12,0,0,0,0,0.75,0.08,LOW,3.0,1.6
5,0,0,1,0,6.13,0.44,LOW,6.4,10.6
11,2,0,0,0,4.51,0.35,LOW,5.6,5.3
8,4,0,1,1,2.99,0.51,HIGH,18.7,8.6
12,4,0,1,0,3.78,0.15,LOW,5.4,5.7
3,0,0,0,0,7.68,0.07,LOW,3.0,12.8
23,2,0,1,0,3.39,0.33,LOW,7.8,4.3
10,2,0,1,1,1.28,0.62,HIGH,18.1,3.7
19,6,1,0,1,3.98,0.29,MEDIUM,11.2,9.9
17,0,0,0,1,5.36,0.47,HIGH,8.4,12.6
10,5,1,1,1,0.59,0.16,MEDIUM,17.7,0.5
20,5,1,1,0,2.99,0.34,LOW,2.4,4.8
3,1,0,1,0,3.45,0.12,LOW,6.4,7.8
17,0,0,1,1,3.98,0.35,MEDIUM,11.3,13.5
0,1,0,1,0,2.76,0.24,LOW,4.8,4.0
6,5,1,1,0,5.5,0.15,LOW,1.8,10.0
5,5,1,1,0,7.59,0.31,LOW,5.8,12.3
14,0,0,0,1,7.35,0.15,HIGH,10.4,15.0
17,1,0,0,1,5.48,0.38,HIGH,16.1,17.0
23,1,0,1,0,4.3,0.5,LOW,3.6,7.1
10,0,0,1,1,6.69,0.12,MEDIUM,16.0,15.9
19,6,1,1,1,6.77,0.5,LOW,18.4,18.7
23,1,0,1,0,6.72,0.13,MEDIUM,2.5,11.1
14,6,1,1,1,1.68,0.62,HIGH,20.5,5.0
15,3,0,1,1,0.69,0.02,HIGH,12.6,1.6
6,5,1,1,0,7.87,0.1,LOW,4.3,11.9
20,4,0,0,0,7.7,0.45,LOW,7.1,10.9
9,6,1,0,1,4.73,0.16,HIGH,10.1,11.4
11,6,1,0,0,7.95,0.2,LOW,6.1,9.8
23,6,1,1,0,6.28,0.26,LOW,4.1,8.8
13,2,0,1,0,4.38,0.34,LOW,3.5,8.9
4,1,0,1,0,3.42,0.48,LOW,5.8,6.4
20,1,0,0,0,4.95,0.28,LOW,2.6,8.0
17,2,0,1,1,4.37,0.33,HIGH,16.5,15.7
4,1,0,1,0,7.95,0.12,LOW,0.0,13.7
2,2,0,1,0,4.18,0.29,LOW,6.5,5.7
22,6,1,1,0,6.77,0.3,LOW,6.5,11.6
4,0,0,1,0,6.6,0.26,LOW,9.1,11.6
23,3,0,1,0,1.04,0.35,LOW,4.7,1.7
16,6,1,1,1,1.15,0.13,MEDIUM,16.9,1.7
18,3,0,1,1,5.45,0.09,HIGH,15.3,12.9
18,5,1,1,1,2.44,0.13,MEDIUM,16.5,5.4
20,6,1,1,0,5.43,0.15,LOW,7.4,10.7
11,4,0,0,0,1.58,0.09,LOW,5.3,0.6
8,1,0,1,1,3.48,0.23,HIGH,17.2,8.1
0,4,0,1,0,1.27,0.48,LOW,2.2,2.6
17,0,0,1,1,2.62,0.42,HIGH,18.3,7.0
20,3,0,0,0,1.16,0.29,LOW,2.0,1.9
3,6,1,1,0,7.78,0.21,LOW,5.1,11.4
9,0,0,1,1,3.46,0.5,HIGH,18.6,12.7
6,0,0,1,0,7.26,0.25,LOW,2.5,11.9
21,1,0,1,0,7.78,0.34,LOW,4.0,12.3
22,0,0,1,0,7.32,0.11,LOW,6.0,9.4
0,6,1,1,0,3.91,0.27,LOW,6.9,5.6
16,6,1,0,1,6.34,0.34,MEDIUM,17.1,13.5
23,3,0,0,0,1.65,0.31,LOW,2.2,2.2
1,6,1,0,0,1.21,0.05,LOW,4.6,3.0
10,4,0,1,1,7.08,0.15,MEDIUM,17.6,18.9
8,3,0,0,1,0.73,0.24,HIGH,14.8,1.1
6,1,0,1,0,7.79,0.49,LOW,8.4,14.8
21,3,0,1,0,5.54,0.56,LOW,7.8,8.8
16,2,0,0,1,3.65,0.37,HIGH,16.2,8.3
16,4,0,1,1,1.56,0.38,HIGH,17.6,4.4
1,2,0,1,0,5.92,0.02,LOW,1.5,6.6
5,2,0,1,0,4.72,0.29,LOW,1.5,7.4
13,5,1,1,0,5.83,0.37,LOW,2.2,9.9
5,6,1,0,0,3.63,0.09,LOW,4.5,5.3
1,1,0,1,0,1.0,0.22,MEDIUM,1.2,1.6
0,0,0,1,0,2.86,0.58,MEDIUM,6.5,4.6
9,2,0,1,1,2.86,0.2,HIGH,15.6,5.4
20,3,0,0,0,0.57,0.07,LOW,2.2,0.5
4,0,0,1,0,0.57,0.34,LOW,6.4,1.4
1,3,0,1,0,2.98,0.47,LOW,5.1,2.9
21,3,0,0,0,5.96,0.58,LOW,5.6,7.6
15,0,0,1,1,5.18,0.28,HIGH,16.5,19.0
1,0,0,1,0,2.29,0.23,LOW,4.1,6.1
9,6,1,0,1,5.02,0.21,MEDIUM,12.6,11.4
1,3,0,1,0,5.36,0.16,LOW,6.3,8.0
15,1,0,0,1,4.42,0.34,HIGH,12.6,11.9
15,6,1,1,1,4.41,0.4,HIGH,18.7,9.7
18,4,0,0,1,3.27,0.41,MEDIUM,12.3,7.5
6,5,1,0,0,1.43,0.16,LOW,2.1,1.6
21,4,0,1,0,3.39,0.35,MEDIUM,5.3,4.9
11,1,0,1,0,3.09,0.36,LOW,4.9,4.4
23,6,1,0,0,4.94,0.56,LOW,5.0,7.9
14,5,1,1,1,6.92,0.07,HIGH,16.6,15.6
7,6,1,1,1,3.32,0.18,HIGH,12.6,6.6
5,0,0,1,0,5.82,0.17,MEDIUM,4.7,8.9
9,5,1,0,1,6.59,0.61,HIGH,13.9,16.9
2,3,0,0,0,2.09,0.33,LOW,3.9,1.8
18,4,0,1,1,7.26,0.39,HIGH,20.7,19.1
16,5,1,1,1,1.03,0.46,HIGH,20.0,2.7
6,3,0,0,0,7.26,0.32,LOW,6.0,10.5
20,6,1,0,0,1.73,0.41,LOW,4.2,2.4
19,1,0,1,1,3.03,0.57,HIGH,15.0,10.3
